0.0000,-1,-1
0.0805,-1,-1
0.1540,-1,-1
0.2073,-1,-1
0.2553,-1,-1
0.2779,-1,-1
0.3016,-1,-1
0.3352,-1,-1
0.3644,-1,-1
0.3964,-1,-1
0.4340,-1,-1
0.4748,-1,-1
0.5282,-1,-1
0.5436,-1,-1
0.5865,-1,-1
0.6056,-1,-1
0.6438,-1,-1
0.6764,-1,-1
0.7031,-1,-1
0.7521,-1,-1
0.7688,-1,-1
0.8138,-1,-1
0.8309,-1,-1
0.8607,-1,-1
0.9121,-1,-1
0.9586,-1,-1
0.9751,-1,-1
1.0045,-1,-1
1.0528,-1,-1
1.1124,-1,-1
1.1731,-1,-1
1.2282,-1,-1
1.3126,-1,-1
1.3918,-1,-1
1.4389,-1,-1
1.5209,-1,-1
1.5688,-1,-1
1.6498,-1,-1
1.7277,-1,-1
1.7765,-1,-1
1.8562,-1,-1
1.9151,-1,-1
1.9830,-1,-1
2.0334,-1,-1
2.1305,-1,-1
2.1877,-1,-1
2.2382,-1,-1
2.3005,-1,-1
2.3643,-1,-1
2.4284,-1,-1
2.5093,-1,-1
2.5887,-1,-1
2.6410,-1,-1
2.7209,-1,-1
2.7673,-1,-1
2.8494,-1,-1
2.9239,-1,-1
2.9765,-1,-1
3.0563,-1,-1
3.1209,-1,-1
3.1656,-1,-1
3.2334,-1,-1
3.3121,-1,-1
